"Dataset","taxonID","datasetID","parentNameUsageID","acceptedNameUsageID","originalNameUsageID","scientificName","scientificNameAuthorship","canonicalName","genericName","specificEpithet","infraspecificEpithet","taxonRank","nameAccordingTo","namePublishedIn","taxonomicStatus","nomenclaturalStatus","taxonRemarks","kingdom","phylum","class","order","family","genus","dupe_dataset"
"NEW",4544734,"de8934f4-a136-481c-a87a-b0b202b80a31","2128489","4544733",NA,"Phytoptus salicis Murray, 1877","Murray, 1877","Phytoptus salicis","Phytoptus","salicis",NA,"species",NA,NA,"homotypicSynonym",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aceria","GBIF"
"NEW",4547276,"de8934f4-a136-481c-a87a-b0b202b80a31","4408187",NA,NA,"Pterolichus obtusus Mégnin, 1877","Mégnin, 1877","Pterolichus obtusus","Pterolichus","obtusus",NA,"species",NA,NA,"accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Pterolichidae","Pterolichus","GBIF"
"NEW",4547333,"4dd32523-a3a3-43b7-84df-4cda02f15cf7","4407861","4547340",NA,"Pterolichus cultrifer Robin, 1877","Robin, 1877","Pterolichus cultrifer","Pterolichus","cultrifer",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Eustathiidae","Eustathia","GBIF"
"NEW",4547571,"90d9e8a6-0ce1-472d-b682-3451095dbc5a","2181904","4547570",NA,"Megninia major Trouessart, 1885","Trouessart, 1885","Megninia major","Megninia","major",NA,"species",NA,NA,"homotypicSynonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Avenzoariidae","Scutomegninia","GBIF"
"NEW",4547629,"90d9e8a6-0ce1-472d-b682-3451095dbc5a","2181997",NA,NA,"Megninia tetraonis Trouessart, 1899","Trouessart, 1899","Megninia tetraonis","Megninia","tetraonis",NA,"species",NA,NA,"accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Analgidae","Megninia","GBIF"
"NEW",4652186,"4dd32523-a3a3-43b7-84df-4cda02f15cf7","2181939","6899666",NA,"Tyroglyphus mycophagus Berlese, 1881","Berlese, 1881","Tyroglyphus mycophagus","Tyroglyphus","mycophagus",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Acaridae","Sancassania","GBIF"
"NEW",4652774,"de8934f4-a136-481c-a87a-b0b202b80a31","2181889","2181890",NA,"Sarcoptes bovis Hering, 1845","Hering, 1845","Sarcoptes bovis","Sarcoptes","bovis",NA,"species",NA,NA,"homotypicSynonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Psoroptidae","Chorioptes","GBIF"
"NEW",5167882,"7ddf754f-d193-4cc9-b351-99906754a03b","2130777","2130185",NA,"Acarus vitis Boisduval, 1867","Boisduval, 1867","Acarus vitis","Acarus","vitis",NA,"species",NA,"Boisduval, A. Essai sur l'entomologie horticole. Paris, France: 648 p. (1867).","heterotypicSynonym",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Tetranychus","GBIF"
"NEW",5175045,"7ddf754f-d193-4cc9-b351-99906754a03b","2194344","10855792",NA,"Notophthiracarus aculeatus (Mahunka, 1995)","(Mahunka, 1995)","Notophthiracarus aculeatus","Notophthiracarus","aculeatus",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Hoplophthiracarus","GBIF"
"NEW",5773973,"7ddf754f-d193-4cc9-b351-99906754a03b","3252840","5967938",NA,"Acarus rupestris Hammer, 1775","Hammer, 1775","Acarus rupestris","Acarus","rupestris",NA,"species",NA,"Hammer, C. Acarus rupestris, Klippemid. Fauna Norvegica eller Norsk Dyr-Rige: 157. (1775).","synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Bdellidae","Bdella","GBIF"
"NEW",5775465,"1ec61203-14fa-4fbd-8ee5-a4a80257b45a","1489076",NA,NA,"Acarus gracilis Hughes, 1957","Hughes, 1957","Acarus gracilis","Acarus","gracilis",NA,"species",NA,NA,"accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Acaridae","Acarus","GBIF"
"NEW",5799806,"4dd32523-a3a3-43b7-84df-4cda02f15cf7","2181899","9660512",NA,"Acarus scabiei Linnaeus, 1758","Linnaeus, 1758","Acarus scabiei","Acarus","scabiei",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Sarcoptidae","Sarcoptes","GBIF"
"NEW",5815313,"7ddf754f-d193-4cc9-b351-99906754a03b","8232905","5967850",NA,"Bdella capillata Berlese, 1891","Berlese, 1891","Bdella capillata","Bdella","capillata",NA,"species",NA,"Berlese, A. Bdella capillata. Acari, Myriopoda et Scorpiones hucusque in Italia reperta, LIX:6. (1891).","synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Bdellidae","Neomolgus","GBIF"
"NEW",5967800,"7ddf754f-d193-4cc9-b351-99906754a03b","4805270",NA,NA,"Spinibdella lignicola (Canestrini, 1885)","(Canestrini, 1885)","Spinibdella lignicola","Spinibdella","lignicola",NA,"species",NA,"Canestrini, G. Prospetto dell' Acarofauna Italiana. Atti della Adunanze del Reale Istituto Veneto di Scienze, Lettere ed Arti, 6 (3):1672-1673. (1886).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Bdellidae","Spinibdella","GBIF"
"NEW",5967864,"de8934f4-a136-481c-a87a-b0b202b80a31","8232905",NA,"10166853","Neomolgus pallipes (L.Koch, 1879)","(L.Koch, 1879)","Neomolgus pallipes","Neomolgus","pallipes",NA,"species",NA,"The terrestrial and freshwater invertebrate fauna of Svalbard (and Jan Mayen)","doubtful",NA,"Possible variant of Neomolgus pallipes (L.) Koch, 1879","Animalia","Arthropoda","Arachnida","Trombidiformes","Bdellidae","Neomolgus","GBIF"
"NEW",5967878,"7ddf754f-d193-4cc9-b351-99906754a03b","4652370",NA,NA,"Biscirus silvaticus (Kramer, 1881)","(Kramer, 1881)","Biscirus silvaticus","Biscirus","silvaticus",NA,"species",NA,"Kramer, P. Ueber Milben. Zeitschrift für die gesammten Naturwissenschaften, 54:26. (1881).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Bdellidae","Biscirus","GBIF"
"NEW",5967897,"7ddf754f-d193-4cc9-b351-99906754a03b","3252840",NA,NA,"Bdella vetusta Ewing, 1934","Ewing, 1934","Bdella vetusta","Bdella","vetusta",NA,"species",NA,"Ewing, H.E. Insects and Arachnids from Canadian Amber. University of Toronto Studies, Geological series, 40: 56- 60. (1934).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Bdellidae","Bdella","GBIF"
"NEW",5967929,"7ddf754f-d193-4cc9-b351-99906754a03b","3252840",NA,NA,"Bdella spinirostris (C.L.) Koch, 1839","Koch, 1839 (C.L.)","Bdella spinirostris","Bdella","spinirostris",NA,"species",NA,"Koch, C.L. Ein Beitrag zur Deutschen Fauna. Deutschland Crustaceen, Myriapoden und Arachniden.Heft 23;1. (1839).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Bdellidae","Bdella","GBIF"
"NEW",5967941,"7ddf754f-d193-4cc9-b351-99906754a03b","3252840",NA,NA,"Bdella cardinalis Banks, 1894","Banks, 1894","Bdella cardinalis","Bdella","cardinalis",NA,"species",NA,"Banks, N. Some new American Acarina. Transactions of the American Entomological Society, 21: 209- 222. (1894).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Bdellidae","Bdella","GBIF"
"NEW",5967946,"7ddf754f-d193-4cc9-b351-99906754a03b","4654866","5967954",NA,"Acarus citri Oudemans, 1926","Oudemans, 1926","Acarus citri","Acarus","citri",NA,"species",NA,"Oudemans, A.C. Acari von Svalbard ( früher "" Spitzbergen). Archiv für Naturgeschichte, Heft 5:106- 127. (1926).","synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Bdellidae","Trachymolgus","GBIF"
"NEW",6135232,"1ec61203-14fa-4fbd-8ee5-a4a80257b45a","2181899",NA,NA,"Sarcoptes suis Gerlach","Gerlach","Sarcoptes suis","Sarcoptes","suis",NA,"species",NA,NA,"accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Sarcoptidae","Sarcoptes","GBIF"
"NEW",6135233,"80b4b440-eaca-4860-aadf-d0dfdd3e856e","2181899",NA,NA,"Sarcoptes equi Raspail, 1834","Raspail, 1834","Sarcoptes equi","Sarcoptes","equi",NA,"species",NA,NA,"doubtful",NA,"Possible variant of Sarcoptes equi Gerlach","Animalia","Arthropoda","Arachnida","Sarcoptiformes","Sarcoptidae","Sarcoptes","GBIF"
"NEW",6135236,"80b4b440-eaca-4860-aadf-d0dfdd3e856e","2181899",NA,NA,"Sarcoptes caprae Delafond & Bourguignon","Delafond & Bourguignon","Sarcoptes caprae","Sarcoptes","caprae",NA,"species",NA,NA,"doubtful",NA,"Possible variant of Sarcoptes caprae Furstenberg","Animalia","Arthropoda","Arachnida","Sarcoptiformes","Sarcoptidae","Sarcoptes","GBIF"
"NEW",6135252,"4dd32523-a3a3-43b7-84df-4cda02f15cf7","1489076","5799830",NA,"Acarus farinae De Geer, 1778","De Geer, 1778","Acarus farinae","Acarus","farinae",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Acaridae","Acarus","GBIF"
"NEW",6717088,"7ddf754f-d193-4cc9-b351-99906754a03b","2128218",NA,NA,"Pulaeus longignathos Bi & Lu, 1987","Bi & Lu, 1987","Pulaeus longignathos","Pulaeus","longignathos",NA,"species",NA,"Bu,G & Li, L. Two new species of the genus Pulaeus from China( Acariformes, Cunaxidae). Journal of Southwest Agricultural University, 9(1): 22- 26. (1987).","accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Trombidiformes","Cunaxidae","Pulaeus","GBIF"
"NEW",6717122,"7ddf754f-d193-4cc9-b351-99906754a03b","2128241",NA,NA,"Lupaeus sativae Sergeyenko, 2011","Sergeyenko, 2011","Lupaeus sativae","Lupaeus","sativae",NA,"species",NA,"Sergeyenko, A.L. Mites of the genera Pulaeus and Lupaeus( Acari:Prostigmata: Cunaxidae) of Crimea, Ukraine. Zootaxa 3088: 54-68. (2011).","accepted",NA,"Possible variant of Lupaeus sativae Den Heyer & Castro, 2013","Animalia","Arthropoda","Arachnida","Trombidiformes","Cunaxidae","Lupaeus","GBIF"
"NEW",6895801,"7ddf754f-d193-4cc9-b351-99906754a03b","2194344",NA,NA,"Hoplophthiracarus inusitatus (Mahunka, 2010)","(Mahunka, 2010)","Hoplophthiracarus inusitatus","Hoplophthiracarus","inusitatus",NA,"species",NA,NA,"accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Hoplophthiracarus","GBIF"
"NEW",6895807,"7ddf754f-d193-4cc9-b351-99906754a03b","2194344",NA,"4547067","Hoplophthiracarus heterotrichus (Mahunka, 1984)","(Mahunka, 1984)","Hoplophthiracarus heterotrichus","Hoplophthiracarus","heterotrichus",NA,"species",NA,NA,"doubtful",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Hoplophthiracarus","GBIF"
"NEW",6895814,"7ddf754f-d193-4cc9-b351-99906754a03b","2194344",NA,"6896080","Hoplophthiracarus aculeatus (Niedbala, 1988)","(Niedbala, 1988)","Hoplophthiracarus aculeatus","Hoplophthiracarus","aculeatus",NA,"species",NA,NA,"accepted",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Hoplophthiracarus","GBIF"
"NEW",6895855,"7ddf754f-d193-4cc9-b351-99906754a03b","2194344",NA,"11059230","Hoplophthiracarus aokii (Niedbala, 1987)","(Niedbala, 1987)","Hoplophthiracarus aokii","Hoplophthiracarus","aokii",NA,"species",NA,NA,"accepted",NA,"Possible variant of Hoplophthiracarus aokii Mahunka, 1983","Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Hoplophthiracarus","GBIF"
"NEW",6895913,"0e61f8fe-7d25-4f81-ada7-d970bbb2c6d6","2194436","2194515","11023703","Atropacarus vitrinus (Berlese, 1913)","(Berlese, 1913)","Atropacarus vitrinus","Atropacarus","vitrinus",NA,"species",NA,NA,"homotypicSynonym",NA,"Originally found in sources as accepted taxon within Atropacarus Ewing, 1917","Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Hoplophorella","GBIF"
"NEW",6896006,"0e61f8fe-7d25-4f81-ada7-d970bbb2c6d6","2194436","2194458","11053233","Atropacarus cucullatus (Ewing, 1909)","(Ewing, 1909)","Atropacarus cucullatus","Atropacarus","cucullatus",NA,"species",NA,NA,"homotypicSynonym",NA,"Originally found in sources as accepted taxon within Atropacarus Ewing, 1917","Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Hoplophorella","GBIF"
"NEW",6896018,"7ddf754f-d193-4cc9-b351-99906754a03b","2194344","10772407",NA,"Notophthiracarus modicus Niedbala, 2000","Niedbala, 2000","Notophthiracarus modicus","Notophthiracarus","modicus",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Hoplophthiracarus","GBIF"
"NEW",6896019,"7ddf754f-d193-4cc9-b351-99906754a03b","2194344","10757929",NA,"Notophthiracarus usitatus Niedbala, 1989","Niedbala, 1989","Notophthiracarus usitatus","Notophthiracarus","usitatus",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Hoplophthiracarus","GBIF"
"NEW",6896022,"7ddf754f-d193-4cc9-b351-99906754a03b","2194344","10811549",NA,"Notophthiracarus quietus Niedbala, 1989","Niedbala, 1989","Notophthiracarus quietus","Notophthiracarus","quietus",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Hoplophthiracarus","GBIF"
"NEW",6896025,"7ddf754f-d193-4cc9-b351-99906754a03b","2194436","10813958",NA,"Notophthiracarus procerus Niedbala, 2001","Niedbala, 2001","Notophthiracarus procerus","Notophthiracarus","procerus",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Hoplophorella","GBIF"
"NEW",6896026,"7ddf754f-d193-4cc9-b351-99906754a03b","2194344","6896027","6896027","Notophthiracarus dactyloscopicus (Mahunka, 1978)","(Mahunka, 1978)","Notophthiracarus dactyloscopicus","Notophthiracarus","dactyloscopicus",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Hoplophthiracarus","GBIF"
"NEW",6896028,"7ddf754f-d193-4cc9-b351-99906754a03b","2194344","11045088",NA,"Notophthiracarus alienus Niedbala, 1989","Niedbala, 1989","Notophthiracarus alienus","Notophthiracarus","alienus",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Hoplophthiracarus","GBIF"
"NEW",6896030,"7ddf754f-d193-4cc9-b351-99906754a03b","2194436","11103156",NA,"Notophthiracarus rafalskii Niedbala, 1997","Niedbala, 1997","Notophthiracarus rafalskii","Notophthiracarus","rafalskii",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Hoplophorella","GBIF"
"NEW",6896031,"7ddf754f-d193-4cc9-b351-99906754a03b","2194344","10888696",NA,"Notophthiracarus flexiloquus Niedbala, 1989","Niedbala, 1989","Notophthiracarus flexiloquus","Notophthiracarus","flexiloquus",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Hoplophthiracarus","GBIF"
"NEW",6896033,"7ddf754f-d193-4cc9-b351-99906754a03b","2194344","10824967",NA,"Notophthiracarus unicarinatus Niedbala, 2000","Niedbala, 2000","Notophthiracarus unicarinatus","Notophthiracarus","unicarinatus",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Hoplophthiracarus","GBIF"
"NEW",6896036,"7ddf754f-d193-4cc9-b351-99906754a03b","2194344","10676976",NA,"Notophthiracarus maurus Niedbala, 2000","Niedbala, 2000","Notophthiracarus maurus","Notophthiracarus","maurus",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Hoplophthiracarus","GBIF"
"NEW",6896050,"7ddf754f-d193-4cc9-b351-99906754a03b","2194344","10776095",NA,"Notophthiracarus perlucundus Niedbala, 2000","Niedbala, 2000","Notophthiracarus perlucundus","Notophthiracarus","perlucundus",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Hoplophthiracarus","GBIF"
"NEW",6896051,"7ddf754f-d193-4cc9-b351-99906754a03b","2194344","10750012",NA,"Notophthiracarus incomparabilis Niedbala, 2000","Niedbala, 2000","Notophthiracarus incomparabilis","Notophthiracarus","incomparabilis",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Hoplophthiracarus","GBIF"
"NEW",6896052,"7ddf754f-d193-4cc9-b351-99906754a03b","2194344","10783951",NA,"Notophthiracarus capillatus Niedbala, 1989","Niedbala, 1989","Notophthiracarus capillatus","Notophthiracarus","capillatus",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Hoplophthiracarus","GBIF"
"NEW",6896056,"7ddf754f-d193-4cc9-b351-99906754a03b","2194344","10764044",NA,"Notophthiracarus aquilus Niedbala, 2000","Niedbala, 2000","Notophthiracarus aquilus","Notophthiracarus","aquilus",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Hoplophthiracarus","GBIF"
"NEW",6896062,"7ddf754f-d193-4cc9-b351-99906754a03b","2194344","10787781",NA,"Notophthiracarus comatus Niedbala, 2000","Niedbala, 2000","Notophthiracarus comatus","Notophthiracarus","comatus",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Hoplophthiracarus","GBIF"
"NEW",6896075,"7ddf754f-d193-4cc9-b351-99906754a03b","2194344","10893859",NA,"Notophthiracarus ater Niedbala, 2000","Niedbala, 2000","Notophthiracarus ater","Notophthiracarus","ater",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Hoplophthiracarus","GBIF"
"NEW",6896079,"7ddf754f-d193-4cc9-b351-99906754a03b","2194344","10693801",NA,"Notophthiracarus distinctus Niedbala, 1989","Niedbala, 1989","Notophthiracarus distinctus","Notophthiracarus","distinctus",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Hoplophthiracarus","GBIF"
"NEW",6896082,"7ddf754f-d193-4cc9-b351-99906754a03b","2194344","10835640",NA,"Notophthiracarus tripartitus Niedbala, 1989","Niedbala, 1989","Notophthiracarus tripartitus","Notophthiracarus","tripartitus",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Hoplophthiracarus","GBIF"
"NEW",6896084,"7ddf754f-d193-4cc9-b351-99906754a03b","2194344","10775264",NA,"Notophthiracarus ignobilis Niedbala, 2000","Niedbala, 2000","Notophthiracarus ignobilis","Notophthiracarus","ignobilis",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Hoplophthiracarus","GBIF"
"NEW",6896090,"7ddf754f-d193-4cc9-b351-99906754a03b","2194344","10723506",NA,"Notophthiracarus paraparvulus Niedbala, 2000","Niedbala, 2000","Notophthiracarus paraparvulus","Notophthiracarus","paraparvulus",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Hoplophthiracarus","GBIF"
"NEW",6896094,"7ddf754f-d193-4cc9-b351-99906754a03b","2194344","10817545",NA,"Notophthiracarus repostus Niedbala, 1989","Niedbala, 1989","Notophthiracarus repostus","Notophthiracarus","repostus",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Hoplophthiracarus","GBIF"
"NEW",6896096,"7ddf754f-d193-4cc9-b351-99906754a03b","2194344","10898529",NA,"Notophthiracarus fecundus Niedbala, 2000","Niedbala, 2000","Notophthiracarus fecundus","Notophthiracarus","fecundus",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Hoplophthiracarus","GBIF"
"NEW",6896098,"7ddf754f-d193-4cc9-b351-99906754a03b","2194344","10710353",NA,"Notophthiracarus flagrus Niedbala, 2000","Niedbala, 2000","Notophthiracarus flagrus","Notophthiracarus","flagrus",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Hoplophthiracarus","GBIF"
"NEW",6896102,"7ddf754f-d193-4cc9-b351-99906754a03b","2194344","10794486",NA,"Notophthiracarus mirus Niedbala, 2000","Niedbala, 2000","Notophthiracarus mirus","Notophthiracarus","mirus",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Hoplophthiracarus","GBIF"
"NEW",6896105,"7ddf754f-d193-4cc9-b351-99906754a03b","2194344","10746814",NA,"Notophthiracarus uncinulus Niedbala, 2000","Niedbala, 2000","Notophthiracarus uncinulus","Notophthiracarus","uncinulus",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Hoplophthiracarus","GBIF"
"NEW",6896107,"7ddf754f-d193-4cc9-b351-99906754a03b","2194344","10762123",NA,"Notophthiracarus conspicuus Niedbala, 1989","Niedbala, 1989","Notophthiracarus conspicuus","Notophthiracarus","conspicuus",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Hoplophthiracarus","GBIF"
"NEW",6896110,"7ddf754f-d193-4cc9-b351-99906754a03b","2194344","10792598",NA,"Notophthiracarus extraordinarius Niedbala, 2000","Niedbala, 2000","Notophthiracarus extraordinarius","Notophthiracarus","extraordinarius",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Hoplophthiracarus","GBIF"
"NEW",6896113,"7ddf754f-d193-4cc9-b351-99906754a03b","2194344","10693672",NA,"Notophthiracarus longisetus Niedbala, 2000","Niedbala, 2000","Notophthiracarus longisetus","Notophthiracarus","longisetus",NA,"species",NA,NA,"synonym",NA,NA,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Phthiracaridae","Hoplophthiracarus","GBIF"
